AbilitecContactID,PolicyNumber,DriverNumber,AbilitecHouseholdID,DriverCount,ClaimCount,TotalPaid,ClaimNumber,AtFaultDescription,ClaimStatus,ClaimType,DateOfLoss,DriverID,LossState,PolicyStateCode,SubrogrationFlag,TermEffectiveDate,VehicleID,ClaimTransCount,ClaimTransPaidLoss,DaysToClaim,DaysToClaim_h
04ZJUS11KYND5T2K,R0EzOTY4MTgw,1,04ZJUS03DETY08G1,5,1,0.0,PA0002380342,Other party at fault,C,PG_PARKED,2018-09-23 00:00:00,0,GA,GA,NO,2018-04-30 00:00:00,1,,,,
04ZJUS01EJVEZCX5,R0EzOTY4NTY5,1,04ZJUS13NVZ4N959,3,1,25000.0,PA0002412211,Insured at fault,O,PG_HIT_RUN,2018-11-27 00:00:00,99,GA,GA,NO,2018-10-24 00:00:00,5,11.0,25000.0,0.0,0.0
04ZJUS018SQNB8PT,R0EzOTc3OTgw,1,04ZJUS03CVWCYK8L,2,1,3714.15,PA0002427103,Insured at fault,C,PG_COLLISIONINTERSECTION,2019-02-04 00:00:00,1,GA,GA,NO,2018-05-01 00:00:00,1,7.0,3714.15,0.0,0.0
04ZJUS01QY0ZBPYH,R0EzOTg0NjU2,1,04ZJUS032MJCHQM7,2,1,3359.8,PA0002392699,Insured at fault,C,VEHCOLLISION,2018-08-10 00:00:00,1,GA,GA,NO,2018-05-04 00:00:00,1,6.0,3359.8,0.0,0.0
04ZJUS010KEXL96F,R0EzOTk4MDI0,1,04ZJUS03MDKC3PMB,5,1,34753.869999999995,PA0002332458,Insured at fault,C,PG_IVREARENDCV,2018-05-16 00:00:00,1,GA,GA,NO,2018-05-15 00:00:00,1,39.0,34753.869999999995,0.0,0.0
04ZJUS01D9V36FK3,R0EzOTkyMDE5,1,04ZJUS03Q8EWZGHR,2,1,30242.75,PA0002394329,Insured at fault,C,FIXEDOBJCOLL,2018-11-05 00:00:00,1,GA,GA,NO,2018-05-10 00:00:00,1,22.0,30242.75,0.0,0.0
04ZJUS01C4W0GLL7,REM0MDA4MzY5,1,04ZJUS03TV0GDMYD,1,3,7289.5199999999995,PA0002376025,No fault,C,PG_HIT_RUN,2018-09-14 00:00:00,1,DC,DC,NO,2018-05-23 00:00:00,1,16.0,1326.63,0.0,0.0
04ZJUS01C4W0GLL7,REM0MDA4MzY5,1,04ZJUS03TV0GDMYD,1,3,7289.5199999999995,PA0002451147,Other party at fault,C,PG_COLLISIONMERGE,2019-04-13 00:00:00,1,DC,DC,YES,2018-11-23 00:00:00,1,12.0,0.0,0.0,0.0
04ZJUS01C4W0GLL7,REM0MDA4MzY5,1,04ZJUS03TV0GDMYD,1,3,7289.5199999999995,PA0002463461,Other party at fault,C,LEFTCOLLISION,2019-05-16 00:00:00,1,DC,DC,YES,2018-11-23 00:00:00,1,13.0,5962.889999999999,0.0,0.0
04ZJUS02R6DXYWJ5,REM0MDExOTI5,1,04ZJUS031C5FB3NM,1,1,0.0,PA0002352577,Other party at fault,C,PG_COLLISIONBACKING,2018-07-11 00:00:00,1,DC,DC,NO,2018-05-25 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS011NLF8WGC,REM0MDI1MDU4,1,04ZJUS03QVWLYGL6,1,1,553.5,PA0002394143,Other party at fault,C,PG_COLLISIONBACKING,2018-11-04 00:00:00,1,DC,DC,YES,2018-06-04 00:00:00,1,9.0,553.5,0.0,0.0
04ZJUS02151F7BRQ,REM0MDI1Nzg4,1,04ZJUS03BZQFZRHL,3,1,0.0,PA0002424714,Other party at fault,C,PG_COLLISIONBACKING,2019-01-31 00:00:00,98,MD,DC,NO,2018-12-05 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01KTMGRGHN,REM0MDI1ODE0,1,04ZJUS03PCKGD5DG,1,2,0.0,PA0002425429,No fault,C,LEFTCOLLISION,2019-02-01 00:00:00,1,DC,DC,NO,2018-12-13 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01KTMGRGHN,REM0MDI1ODE0,1,04ZJUS03PCKGD5DG,1,2,0.0,PA0002447839,Other party at fault,C,PG_COLLISIONMERGE,2019-03-22 00:00:00,1,DC,DC,NO,2018-12-13 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS02K202N37F,REM0MDUyNDI2,1,04ZJUS034RWHXWJ5,2,3,10111.86,PA0002379998,No fault,C,VANDALISM,2018-09-26 00:00:00,98,DC,DC,NO,2018-06-27 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS02K202N37F,REM0MDUyNDI2,1,04ZJUS034RWHXWJ5,2,3,10111.86,PA0002442303,Other party at fault,C,PG_PARKED,2019-03-20 00:00:00,0,DC,DC,NO,2018-06-27 00:00:00,2,,,,
04ZJUS02K202N37F,REM0MDUyNDI2,1,04ZJUS034RWHXWJ5,2,3,10111.86,PA0002466237,Insured at fault,O,PG_COLLISIONMERGE,2019-05-23 00:00:00,2,DC,DC,NO,2018-06-27 00:00:00,2,40.0,10111.86,0.0,0.0
04ZJUS0128TX1FN4,REM0MDUyNTMw,1,04ZJUS03NYTN0LTT,3,4,4895.08,PA0002369997,Other party at fault,C,PG_COLLISIONBACKING,2018-08-29 00:00:00,98,DC,DC,YES,2018-06-27 00:00:00,1,29.0,3604.64,0.0,0.0
04ZJUS0128TX1FN4,REM0MDUyNTMw,1,04ZJUS03NYTN0LTT,3,4,4895.08,PA0002430120,Other party at fault,C,PG_COLLISIONMERGE,2019-02-15 00:00:00,2,MD,DC,NO,2018-12-29 00:00:00,1,12.0,0.0,0.0,0.0
04ZJUS0128TX1FN4,REM0MDUyNTMw,1,04ZJUS03NYTN0LTT,3,4,4895.08,PA0002434190,No fault,C,PG_PARKED,2019-02-27 00:00:00,98,DC,DC,NO,2018-12-29 00:00:00,2,18.0,1290.44,0.0,0.0
04ZJUS0128TX1FN4,REM0MDUyNTMw,1,04ZJUS03NYTN0LTT,3,4,4895.08,PA0002443430,Other party at fault,C,FIXEDOBJCOLL,2019-03-23 00:00:00,98,MD,DC,YES,2018-12-29 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS01SBX4YQLL,REM0MDY3MDI0,1,04ZJUS03VMRWHD7R,1,1,0.0,PA0002400300,No fault,C,LEFTCOLLISION,2018-11-19 00:00:00,1,DC,DC,NO,2018-07-07 00:00:00,1,2.0,0.0,44.00000000000001,1056.0000000000002
04ZJUS027YNW3N1N,REM0MDY5NTEy,1,04ZJUS03N67CL63R,2,2,0.0,PA0002418635,No fault,C,GLASSBREAKAGE,2018-12-31 00:00:00,1,DC,DC,NO,2018-07-10 00:00:00,3,4.0,0.0,0.0,0.0
04ZJUS027YNW3N1N,REM0MDY5NTEy,1,04ZJUS03N67CL63R,2,2,0.0,PA0002442315,No fault,C,GLASSBREAKAGE,2019-03-06 00:00:00,1,MD,DC,NO,2019-01-10 00:00:00,3,1.0,0.0,0.0,0.0
04ZJUS02NKBTJ22X,REM0MDc3OTE1,1,04ZJUS037GZRZFCL,1,1,1024.29,PA0002440388,Other party at fault,O,PG_CVREARENDIV,2019-03-07 00:00:00,1,MD,DC,YES,2018-07-18 00:00:00,1,17.0,1024.29,0.0,0.0
04ZJUS02LDWWG00R,REM0MDk0NTc2,1,04ZJUS03XF9TXYJH,2,2,0.0,PA0002372570,Other party at fault,C,PG_COLLISIONMERGE,2018-09-02 00:00:00,1,DC,DC,NO,2018-07-27 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS02LDWWG00R,REM0MDk0NTc2,1,04ZJUS03XF9TXYJH,2,2,0.0,PA0002430089,Other party at fault,C,PG_COLLISIONINTERSECTION,2019-02-15 00:00:00,1,DC,DC,YES,2019-01-27 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS012D7GDQML,REM0MDk1OTE2,1,04ZJUS03KQM245JT,1,4,9750.25,PA0002370377,Other party at fault,C,PG_CVREARENDIV,2018-08-28 00:00:00,1,DC,DC,YES,2018-07-27 00:00:00,1,16.0,3329.7,0.0,0.0
04ZJUS012D7GDQML,REM0MDk1OTE2,1,04ZJUS03KQM245JT,1,4,9750.25,PA0002372147,Insured at fault,C,PG_COLLISIONMERGE,2018-08-02 00:00:00,1,MD,DC,NO,2018-07-27 00:00:00,1,11.0,2601.43,0.0,0.0
04ZJUS012D7GDQML,REM0MDk1OTE2,1,04ZJUS03KQM245JT,1,4,9750.25,PA0002388164,Other party at fault,C,PG_CVREARENDIV,2018-10-02 00:00:00,1,MD,DC,YES,2018-07-27 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS012D7GDQML,REM0MDk1OTE2,1,04ZJUS03KQM245JT,1,4,9750.25,PA0002406852,Other party at fault,C,PG_IVREARENDCV,2018-12-07 00:00:00,1,DC,DC,YES,2018-07-27 00:00:00,1,16.0,3819.12,0.0,0.0
04ZJUS01JYCM38C0,REM0MDk2MzMw,1,04ZJUS033WEPS28L,2,3,16718.550000000003,PA0002368186,Other party at fault,C,PG_PARKED,2018-08-22 00:00:00,98,DC,DC,NO,2018-07-28 00:00:00,1,8.0,486.86,0.0,0.0
04ZJUS01JYCM38C0,REM0MDk2MzMw,1,04ZJUS033WEPS28L,2,3,16718.550000000003,PA0002425795,Insured at fault,C,PG_COLLISIONINTERSECTION,2019-02-03 00:00:00,1,DC,DC,NO,2018-07-28 00:00:00,1,11.0,3219.4,0.0,0.0
04ZJUS01JYCM38C0,REM0MDk2MzMw,1,04ZJUS033WEPS28L,2,3,16718.550000000003,PA0002461640,Insured at fault,C,PG_HIT_RUN,2019-05-12 00:00:00,98,DC,DC,NO,2018-07-28 00:00:00,1,23.0,13012.29,0.0,0.0
04ZJUS02DXE0SZL6,REM0MTA4OTE2,1,04ZJUS03M9VV3GJ4,2,1,0.0,PA0002370637,Insured at fault,C,PEDCOLLISION,2018-08-02 00:00:00,0,DC,DC,NO,2078-12-31 00:00:00,1,,,,
04ZJUS01NK72KQJ9,REM0MTAxNDcx,1,04ZJUS03EKV9YKW3,1,1,6641.36,PA0002453505,Insured at fault,C,LEFTCOLLISION,2019-04-19 00:00:00,1,DC,DC,NO,2018-08-01 00:00:00,1,17.0,6641.36,0.0,0.0
04ZJUS02MVVJYNY6,REM0MTE3OTIy,1,04ZJUS03QXK3S8LS,5,1,0.0,PA0002382947,No fault,C,VANDALISM,2018-10-04 00:00:00,1,DC,DC,NO,2018-08-10 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS02B6KK4RH0,REM0MTEwNjAw,1,04ZJUS038ZEZX2P3,6,1,4166.0,PA0002411805,Other party at fault,C,PG_COLLISIONMERGE,2018-12-15 00:00:00,2,DC,DC,YES,2018-08-06 00:00:00,1,24.0,4166.0,0.0,0.0
04ZJUS01721YLKVV,REM0MTExODc0,1,04ZJUS03BF82KQJQ,1,1,0.0,PA0002407664,Other party at fault,C,PG_COLLISIONMERGE,2018-11-27 00:00:00,1,MD,DC,NO,2018-08-07 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01EPKW23HR,REM0MTM2Njg4,1,04ZJUS031STCR1FN,1,2,4846.1900000000005,PA0002401603,No fault,C,PG_COLLISIONMERGE,2018-11-24 00:00:00,99,DC,DC,YES,2018-08-24 00:00:00,1,15.0,4846.1900000000005,0.0,0.0
04ZJUS01EPKW23HR,REM0MTM2Njg4,1,04ZJUS031STCR1FN,1,2,4846.1900000000005,PA0002449756,Other party at fault,C,PG_IVREARENDCV,2019-04-09 00:00:00,1,MD,DC,YES,2019-03-02 00:00:00,1,12.0,0.0,0.0,0.0
04ZJUS01ZCZ9VZKF,REM0MTM2OTkz,1,04ZJUS03Z93NCD7F,1,1,0.0,PA0002413799,Other party at fault,C,PG_COLLISIONWITHPARKEDCAR,2018-12-29 00:00:00,98,DC,DC,YES,2018-08-24 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS023CQMYHEJ,REM0MTM3NTIx,1,04ZJUS03LYLGD1PR,1,1,0.0,PA0002430553,No fault,O,PG_COLLISIONMERGE,2019-02-16 00:00:00,1,DC,DC,NO,2018-08-24 00:00:00,1,3.0,0.0,7.0,168.0
04ZJUS02DY7WPYJ5,REM0MTM5MTc3,1,04ZJUS03DW7W1DFR,2,1,0.0,PA0002465964,Insured at fault,C,FIXEDOBJCOLL,2019-05-02 00:00:00,0,MD,DC,NO,2018-08-25 00:00:00,1,,,,
04ZJUS01Q0WHDXS9,REM0MTM5MjM3,1,04ZJUS038BX0XD86,1,1,0.0,PA0002385831,Other party at fault,C,PG_COLLISIONINTERSECTION,2018-10-12 00:00:00,1,DC,DC,NO,2018-08-25 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS0275B2RQZN,REM0MTMwODIz,1,04ZJUS03W6FYYQHT,3,1,0.0,PA0002444868,No fault,C,PG_IVREARENDCV,2019-03-24 00:00:00,1,DC,DC,NO,2019-03-01 00:00:00,1,8.0,0.0,0.0,0.0
04ZJUS0168BCLXME,REM0MTQ0NzQ0,1,04ZJUS03RKDDK7QZ,2,1,0.0,PA0002393809,Insured at fault,C,PG_COLLISIONMERGE,2018-11-02 00:00:00,1,DC,DC,NO,2018-09-01 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS013N4N0HJ5,REM0MTQyNjY5,1,04ZJUS03RBGKDDH3,1,1,1547.48,PA0002373926,Other party at fault,C,PG_HIT_RUN,2018-09-03 00:00:00,1,DC,DC,NO,2018-08-28 00:00:00,1,10.0,1547.48,0.0,0.0
04ZJUS02PLDXMVJ5,REM0MTY5OTA2,1,04ZJUS03RRYZNV8L,1,2,9170.74,PA0002401766,No fault,C,GLASSBREAKAGE,2018-11-24 00:00:00,0,MD,DC,NO,2018-09-14 00:00:00,1,,,,
04ZJUS02PLDXMVJ5,REM0MTY5OTA2,1,04ZJUS03RRYZNV8L,1,2,9170.74,PA0002438676,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-03-09 00:00:00,1,VA,DC,NO,2018-09-14 00:00:00,1,15.0,9170.74,0.0,0.0
04ZJUS012PXFD4DP,REM0MTc1NzQw,1,04ZJUS03WY807DG2,2,1,3078.35,PA0002445598,Insured at fault,C,PG_IVREARENDCV,2019-03-25 00:00:00,2,DC,DC,NO,2018-09-19 00:00:00,1,21.0,3078.35,0.0,0.0
04ZJUS01Q94GDMGD,REM0MTg2NDk5,1,04ZJUS03WKX42Y79,1,1,49638.54,PA0002423832,Other party at fault,O,PG_COLLISIONMERGE,2019-01-28 00:00:00,1,DC,DC,YES,2018-09-26 00:00:00,1,86.0,49638.54,0.0,0.0
04ZJUS01BXX4GQWN,REM0MTg2NjE2,1,04ZJUS03NE0CYQHV,1,1,5820.7,PA0002408064,Other party at fault,C,PG_IVREARENDCV,2018-12-11 00:00:00,1,DC,DC,YES,2018-09-26 00:00:00,1,30.0,5820.7,0.0,0.0
04ZJUS024K5TJ29D,REM0MTk0OTQ1,1,04ZJUS0367H5R2PS,4,1,0.0,PA0002423887,No fault,C,PG_HAZARDOUS,2019-01-25 00:00:00,0,MD,DC,NO,2018-10-02 00:00:00,4,,,,
04ZJUS0122LGRRGP,REM0MTk4MTA4,1,04ZJUS03SBQMYQHT,1,1,0.0,PA0002415339,Other party at fault,C,VEHCOLLISION,2019-01-01 00:00:00,0,DC,DC,NO,2018-10-04 00:00:00,1,,,,
04ZJUS01ZZ680EJY,REM0MTkwMjA3,1,04ZJUS03NY8KL63R,1,1,5363.0,PA0002396935,Insured at fault,C,FIXEDOBJCOLL,2018-11-10 00:00:00,99,DC,DC,NO,2018-09-28 00:00:00,1,23.0,5363.0,0.0,0.0
04ZJUS01Z84TJ62F,REM0MTkxOTQ0,1,04ZJUS03QWSXPFYQ,2,1,0.0,PA0002456157,No fault,C,VANDALISM,2019-04-26 00:00:00,98,DC,DC,NO,2019-03-30 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS02CXQPS8S7,REM0MjAwNzgw,1,04ZJUS13YX5V0C2F,4,1,0.0,PA0002464063,Other party at fault,C,PG_PARKED,2019-05-16 00:00:00,98,DC,DC,NO,2018-10-05 00:00:00,1,7.0,0.0,0.0,0.0
04ZJUS02CVTC0NHS,REM0MjE3NzM5,1,04ZJUS0312TFRNFN,1,1,4596.65,PA0002430737,Other party at fault,C,PG_PARKED,2019-02-17 00:00:00,1,DC,DC,YES,2018-10-18 00:00:00,1,13.0,4596.65,0.0,0.0
04ZJUS0294VNYNZ3,REM0MjEyNjMy,1,04ZJUS03VT6MD15R,1,1,10000.0,PA0002388797,Insured at fault,C,FIXEDOBJCOLL,2018-10-20 00:00:00,1,DC,DC,NO,2018-10-14 00:00:00,1,7.0,10000.0,0.0,0.0
04ZJUS02N9S3QG1V,REM0MjM0MTE3,1,04ZJUS030RVPYT75,1,1,3988.89,PA0002455013,Insured at fault,C,PG_IVREARENDCV,2019-04-24 00:00:00,1,MD,DC,NO,2018-10-30 00:00:00,1,18.0,3988.89,0.0,0.0
04ZJUS01BSBWNTXT,REM0MjMzNTcz,1,04ZJUS03Z8VXYJCS,4,1,0.0,PA0002452837,Other party at fault,C,LEFTCOLLISION,2019-04-18 00:00:00,1,DC,DC,NO,2018-10-29 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01S6B5E36D,REM0MjMzOTkz,1,04ZJUS03SX8KYQSG,1,1,0.0,PA0002413539,Other party at fault,C,PG_CVREARENDIV,2018-12-23 00:00:00,1,MD,DC,NO,2018-10-30 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01YSGCXETT,REM0MjQ5MDYw,1,04ZJUS03VXC5K8D8,1,1,6173.58,PA0002460279,Insured at fault,C,PG_COLLISIONINTERSECTION,2019-05-07 00:00:00,1,DC,DC,NO,2018-11-09 00:00:00,1,7.0,6173.58,12.000000000000002,288.00000000000006
04ZJUS021FKF7BZP,REM0MjQ5MTE4,1,04ZJUS03V7JW2F7R,2,1,1032.8,PA0002433521,Other party at fault,C,PG_IVREARENDCV,2019-02-25 00:00:00,1,DC,DC,NO,2018-12-01 00:00:00,1,15.0,1032.8,0.0,0.0
04ZJUS11C8TX2XHH,REM0MjQwNDg1,1,04ZJUS031EEFQXJ7,2,1,26757.76,PA0002445258,Insured at fault,C,PG_IVREARENDCV,2019-03-27 00:00:00,1,MD,DC,NO,2018-11-02 00:00:00,5,20.0,26757.76,0.0,0.0
04ZJUS02365802G9,REM0MjU5NDAx,1,04ZJUS039202NV24,1,2,11856.710000000001,PA0002417161,Insured at fault,C,PG_IVREARENDCV,2019-01-02 00:00:00,1,DC,DC,NO,2018-11-16 00:00:00,1,35.0,11856.710000000001,0.0,0.0
04ZJUS02365802G9,REM0MjU5NDAx,1,04ZJUS039202NV24,1,2,11856.710000000001,PA0002467591,No fault,C,PG_COLLISIONBACKING,2019-05-23 00:00:00,0,DC,DC,NO,2018-11-16 00:00:00,1,,,,
04ZJUS01JVZWFC6R,REM0MjU5NTIz,1,04ZJUS03WK607D4V,1,1,4336.13,PA0002413938,Insured at fault,C,PG_IVREARENDCV,2018-12-29 00:00:00,1,DC,DC,NO,2018-11-16 00:00:00,1,29.0,4336.13,0.0,0.0
04ZJUS02PBW8LQVR,REM0MjUyMzE0,1,04ZJUS03Z93FHJ4F,1,1,13869.960000000001,PA0002407139,Other party at fault,C,PG_COLLISIONINTERSECTION,2018-12-09 00:00:00,1,MD,DC,YES,2018-11-10 00:00:00,1,19.0,13869.960000000001,0.0,0.0
04ZJUS028G1W1H1R,REM0MjUyNjU4,1,04ZJUS13R6T26C8X,1,1,3956.27,PA0002432939,Insured at fault,C,VEHCOLLISION,2018-12-13 00:00:00,1,DC,DC,NO,2018-11-11 00:00:00,1,11.0,3956.27,0.0,0.0
04ZJUS118EGJJ6P9,REM0MjY3NDM1,1,04ZJUS036ZZCNLM9,3,1,0.0,PA0002418398,No fault,C,THEFTENTIRE,2019-01-11 00:00:00,0,DC,DC,NO,2018-11-22 00:00:00,1,,,,
04ZJUS02DXGDT8KY,REM0MjY3OTkx,1,04ZJUS03QDWWF6YN,2,3,465.09999999999997,PA0002427787,No fault,C,PG_HIT_RUN,2019-02-07 00:00:00,98,DC,DC,NO,2018-11-23 00:00:00,1,24.0,465.09999999999997,0.0,0.0
04ZJUS02DXGDT8KY,REM0MjY3OTkx,1,04ZJUS03QDWWF6YN,2,3,465.09999999999997,PA0002429137,No fault,C,PG_IVREARENDCV,2019-02-09 00:00:00,0,DC,DC,NO,2018-11-23 00:00:00,1,,,,
04ZJUS02DXGDT8KY,REM0MjY3OTkx,1,04ZJUS03QDWWF6YN,2,3,465.09999999999997,PA0002462744,No fault,C,PG_PARKED,2019-05-11 00:00:00,1,DC,DC,NO,2018-11-23 00:00:00,1,8.0,0.0,0.0,0.0
04ZJUS01XQZMLYHS,REM0MjYxMjA2,1,04ZJUS03LK6EJKKH,1,1,0.0,PA0002464827,Other party at fault,C,PG_COLLISIONINTERSECTION,2019-05-20 00:00:00,0,VA,DC,NO,2019-05-19 00:00:00,1,,,,
04ZJUS02RKN8KHVS,REM0Mjc0NTU4,1,04ZJUS03X9VZY8VJ,1,2,10598.039999999999,PA0002429119,Other party at fault,C,PG_COLLISIONMERGE,2019-02-09 00:00:00,1,MD,DC,NO,2018-11-28 00:00:00,1,14.0,0.0,0.0,0.0
04ZJUS02RKN8KHVS,REM0Mjc0NTU4,1,04ZJUS03X9VZY8VJ,1,2,10598.039999999999,PA0002433602,Other party at fault,C,PG_COLLISIONINTERSECTION,2019-02-25 00:00:00,1,DC,DC,YES,2018-11-28 00:00:00,1,23.0,10598.039999999999,0.0,0.0
04ZJUS02DJ00MDLP,REM0Mjc3NjQ1,1,04ZJUS031X0FQXJ4,1,1,10806.6,PA0002409312,Other party at fault,C,PG_COLLISIONINTERSECTION,2018-12-13 00:00:00,1,DC,DC,YES,2018-11-30 00:00:00,2,18.0,10806.6,0.0,0.0
04ZJUS012LK64EGL,REM0Mjg1MTYz,1,04ZJUS03YS5WY4WS,1,2,0.0,PA0002417809,Other party at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-01-11 00:00:00,1,DC,DC,NO,2018-12-06 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS012LK64EGL,REM0Mjg1MTYz,1,04ZJUS03YS5WY4WS,1,2,0.0,PA0002427760,Insured at fault,C,PG_IVREARENDCV,2019-02-07 00:00:00,1,MD,DC,NO,2018-12-06 00:00:00,1,2.0,0.0,2.0,48.0
04ZJUS011TBMYBFP,REM0Mjk1MDQ1,1,04ZJUS03QZXWZS01,1,1,0.0,PA0002464676,Other party at fault,C,PG_CVREARENDIV,2019-05-17 00:00:00,1,DC,DC,YES,2018-12-13 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01BY6N55L7,REM0MjkwNDEx,1,04ZJUS03D6FFYQHT,1,1,4250.55,PA0002438142,Insured at fault,C,FIXEDOBJCOLL,2019-03-09 00:00:00,1,DC,DC,NO,2018-12-12 00:00:00,1,11.0,4250.55,0.0,0.0
04ZJUS01WTVNYZ87,REM0MjkxMTA0,1,04ZJUS03RRV52C8L,1,1,0.0,PA0002410323,No fault,C,VANDALISM,2018-12-16 00:00:00,0,DC,DC,NO,2018-12-10 00:00:00,1,,,,
04ZJUS018YTF3D52,REM0MjkxNzU2,1,04ZJUS03EM7FLPBR,1,1,28728.46,PA0002432078,Insured at fault,C,VEHCOLLISION,2019-02-21 00:00:00,1,MD,DC,NO,2018-12-10 00:00:00,1,15.0,28728.46,0.0,0.0
04ZJUS01CVTF1JXD,REM0MzA4MjM2,1,04ZJUS03LZTGZGP9,3,1,75.0,PA0002456760,No fault,C,PG_TOWONLY,2019-04-28 00:00:00,1,DC,DC,NO,2018-12-26 00:00:00,1,5.0,75.0,0.0,0.0
04ZJUS02ENJVRKFN,REM0MzAxNDk0,1,04ZJUS03CQ8DGJR3,2,1,7241.3099999999995,PA0002465359,No fault,C,PG_PARKED,2019-05-21 00:00:00,98,DC,DC,NO,2018-12-18 00:00:00,1,11.0,7241.3099999999995,0.0,0.0
04ZJUS02THHGDJGS,REM0MzAzMTcz,1,04ZJUS0359VEY8F8,3,1,0.0,PA0002460936,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-05-09 00:00:00,99,DC,DC,NO,2018-12-20 00:00:00,1,8.0,0.0,0.0,0.0
04ZJUS02Z9Y4NYQ8,REM0Mzc4Mzk2,1,04ZJUS13C6PZEBWQ,6,1,868.11,PA0002432734,Insured at fault,C,PG_IVREARENDCV,2019-02-15 00:00:00,1,DC,DC,NO,2019-02-14 00:00:00,1,9.0,868.11,0.0,0.0
04ZJUS02B6KK4RH0,REM0NDI5MzY0,1,04ZJUS038ZEZX2P3,12,1,0.0,PA0002453995,No fault,C,PG_TOWONLY,2019-04-20 00:00:00,0,DC,DC,NO,2018-08-06 00:00:00,3,,,,
04ZJUS01PN8MYT06,REM0NDM4NTE3,1,04ZJUS032X0VC8NM,1,1,0.0,PA0002464220,Other party at fault,C,PG_COLLISIONMERGE,2019-05-12 00:00:00,1,DC,DC,NO,2019-03-10 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS018212FS5B,REMyNTc1MzAw,1,04ZJUS03MFV3PGJ4,2,1,310.8,PA0002051794,Insured at fault,C,VEHCOLLISION,2015-12-30 00:00:00,1,MD,DC,NO,2015-09-18 00:00:00,1,6.0,310.8,0.0,0.0
04ZJUS01D9VWBVNR,REMyODYzOTQz,1,04ZJUS03Q1TD5HYJ,3,4,1656.14,PA0002202511,Other party at fault,C,PG_COLLISIONMERGE,2017-05-04 00:00:00,1,DC,DC,NO,2017-03-19 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01D9VWBVNR,REMyODYzOTQz,1,04ZJUS03Q1TD5HYJ,3,4,1656.14,PA0002244410,Other party at fault,C,PG_CVREARENDIV,2017-08-30 00:00:00,1,DC,DC,YES,2017-03-19 00:00:00,2,8.0,0.0,0.0,0.0
04ZJUS01D9VWBVNR,REMyODYzOTQz,1,04ZJUS03Q1TD5HYJ,3,4,1656.14,PA0002258804,Insured at fault,C,PG_COLLISIONMERGE,2017-10-09 00:00:00,1,DC,DC,NO,2017-09-19 00:00:00,1,14.0,1656.14,0.0,0.0
04ZJUS01D9VWBVNR,REMyODYzOTQz,1,04ZJUS03Q1TD5HYJ,3,4,1656.14,PA0002324857,Other party at fault,C,PG_CVREARENDIV,2018-04-15 00:00:00,0,MD,DC,NO,2018-03-19 00:00:00,1,,,,
04ZJUS02DXGDT8KY,REMyODc2MDA4,1,04ZJUS03QDWWF6YN,1,6,8609.18,PA0002101490,Other party at fault,C,PG_CVREARENDIV,2016-05-12 00:00:00,1,VA,DC,NO,2016-03-28 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS02DXGDT8KY,REMyODc2MDA4,1,04ZJUS03QDWWF6YN,1,6,8609.18,PA0002115502,No fault,C,VANDALISM,2016-08-08 00:00:00,98,WA,DC,NO,2016-03-28 00:00:00,1,12.0,676.8599999999999,0.0,0.0
04ZJUS02DXGDT8KY,REMyODc2MDA4,1,04ZJUS03QDWWF6YN,1,6,8609.18,PA0002241088,Other party at fault,C,PG_PARKED,2017-08-20 00:00:00,98,DC,DC,YES,2017-04-01 00:00:00,2,23.0,1978.58,0.0,0.0
04ZJUS02DXGDT8KY,REMyODc2MDA4,1,04ZJUS03QDWWF6YN,1,6,8609.18,PA0002271300,No fault,C,VANDALISM,2017-11-15 00:00:00,98,DC,DC,NO,2017-04-01 00:00:00,3,14.0,2761.0299999999997,0.0,0.0
04ZJUS02DXGDT8KY,REMyODc2MDA4,1,04ZJUS03QDWWF6YN,1,6,8609.18,PA0002289996,Other party at fault,C,PG_PARKED,2018-01-12 00:00:00,98,DC,DC,NO,2017-04-01 00:00:00,3,17.0,3192.71,0.0,0.0
